MAC,FABRICANTE
24-E3-14   ,"Apple, Inc."
"1,79769313486232E+308","Apple, Inc."
00-10-FF   ,"Cisco Systems, Inc"
0010FF     ,"Cisco Systems, Inc"
34-BD-C8   ,"Cisco Systems, Inc"
34BDC8     ,"Cisco Systems, Inc"
54-A2-74   ,"Cisco Systems, Inc"
54A274     ,"Cisco Systems, Inc"
58-97-BD   ,"Cisco Systems, Inc"
5897BD     ,"Cisco Systems, Inc"
04-6C-9D   ,"Cisco Systems, Inc"
046C9D     ,"Cisco Systems, Inc"
60-FE-C5   ,"Apple, Inc."
60FEC5     ,"Apple, Inc."
00-A0-40   ,"Apple, Inc."
00A040     ,"Apple, Inc."
BC-3B-AF   ,"Apple, Inc."
BC3BAF     ,"Apple, Inc."
78-6C-1C   ,"Apple, Inc."
786C1C     ,"Apple, Inc."
04-15-52   ,"Apple, Inc."
41552,"Apple, Inc."
38-48-4C   ,"Apple, Inc."
38484C     ,"Apple, Inc."
25896,"Apple, Inc."
701124,"Apple, Inc."
C8-6F-1D   ,"Apple, Inc."
C86F1D     ,"Apple, Inc."
68-5B-35   ,"Apple, Inc."
685B35     ,"Apple, Inc."
38-0F-4A   ,"Apple, Inc."
380F4A     ,"Apple, Inc."
30-10-E4   ,"Apple, Inc."
30100000,"Apple, Inc."
04-DB-56   ,"Apple, Inc."
04DB56     ,"Apple, Inc."
88-1F-A1   ,"Apple, Inc."
881FA1     ,"Apple, Inc."
04-E5-36   ,"Apple, Inc."
"1,79769313486232E+308","Apple, Inc."
10-9A-DD   ,"Apple, Inc."
109ADD     ,"Apple, Inc."
40-A6-D9   ,"Apple, Inc."
40A6D9     ,"Apple, Inc."
7C-F0-5F   ,"Apple, Inc."
7CF05F     ,"Apple, Inc."
A4-B1-97   ,"Apple, Inc."
A4B197     ,"Apple, Inc."
0C-74-C2   ,"Apple, Inc."
0C74C2     ,"Apple, Inc."
40-30-04   ,"Apple, Inc."
403004,"Apple, Inc."
48-60-BC   ,"Apple, Inc."
4860BC     ,"Apple, Inc."
50-EA-D6   ,"Apple, Inc."
50EAD6     ,"Apple, Inc."
28-E0-2C   ,"Apple, Inc."
28E02C     ,"Apple, Inc."
60-C5-47   ,"Apple, Inc."
60C547     ,"Apple, Inc."
7C-11-BE   ,"Apple, Inc."
7C11BE     ,"Apple, Inc."
00-3E-E1   ,"Apple, Inc."
003EE1     ,"Apple, Inc."
68-D9-3C   ,"Apple, Inc."
68D93C     ,"Apple, Inc."
2C-F0-EE   ,"Apple, Inc."
2CF0EE     ,"Apple, Inc."
84-78-8B   ,"Apple, Inc."
84788B     ,"Apple, Inc."
6C-94-F8   ,"Apple, Inc."
6C94F8     ,"Apple, Inc."
70-3E-AC   ,"Apple, Inc."
703EAC     ,"Apple, Inc."
C0-1A-DA   ,"Apple, Inc."
C01ADA     ,"Apple, Inc."
34-36-3B   ,"Apple, Inc."
34363B     ,"Apple, Inc."
C8-1E-E7   ,"Apple, Inc."
C81EE7     ,"Apple, Inc."
9C-FC-01   ,"Apple, Inc."
9CFC01     ,"Apple, Inc."
00-0D-93   ,"Apple, Inc."
000D93     ,"Apple, Inc."
00-1C-B3   ,"Apple, Inc."
001CB3     ,"Apple, Inc."
64-B9-E8   ,"Apple, Inc."
64B9E8     ,"Apple, Inc."
34-15-9E   ,"Apple, Inc."
34159E     ,"Apple, Inc."
58-B0-35   ,"Apple, Inc."
58B035     ,"Apple, Inc."
F0-B4-79   ,"Apple, Inc."
F0B479     ,"Apple, Inc."
14-13-57   ,"ATP Electronics, Inc."
141357,"ATP Electronics, Inc."
F4-4B-2A   ,Cisco SPVTG
F44B2A     ,Cisco SPVTG
3C-8C-F8   ,"TRENDnet, Inc."
3C8CF8     ,"TRENDnet, Inc."
78-D6-B2   ,Toshiba
78D6B2     ,Toshiba
C0-4A-09   ,"Zhejiang Everbright Communication Equip. Co,. Ltd"
C04A09     ,"Zhejiang Everbright Communication Equip. Co,. Ltd"
F0-0D-5C   ,"JinQianMao  Technology Co.,Ltd."
F00D5C     ,"JinQianMao  Technology Co.,Ltd."
2C-08-1C   ,OVH
2C081C     ,OVH
30-E0-90   ,"Linctronix Ltd,"
"3,00000000000000E+91","Linctronix Ltd,"
70-BF-3E   ,Charles River Laboratories
70BF3E     ,Charles River Laboratories
D8-48-EE   ,"Hangzhou Xueji Technology Co., Ltd."
D848EE     ,"Hangzhou Xueji Technology Co., Ltd."
EC-9B-F3   ,"Samsung Electro Mechanics co., LTD."
EC9BF3     ,"Samsung Electro Mechanics co., LTD."
88-94-7E   ,"Fiberhome Telecommunication Technologies Co.,LTD"
88947E     ,"Fiberhome Telecommunication Technologies Co.,LTD"
88-C2-42   ,Poynt Co.
88C242     ,Poynt Co.
E8-34-3E   ,"Beijing Infosec Technologies Co., LTD."
E8343E     ,"Beijing Infosec Technologies Co., LTD."
A8-47-4A   ,"Hon Hai Precision Ind. Co.,Ltd."
A8474A     ,"Hon Hai Precision Ind. Co.,Ltd."
C4-AD-F1   ,GOPEACE Inc.
C4ADF1     ,GOPEACE Inc.
58-F4-96   ,Source Chain
58F496     ,Source Chain
80-B7-09   ,"Viptela, Inc"
80B709     ,"Viptela, Inc"
1C-60-DE   ,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
1C60DE     ,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
74-18-65   ,"Shanghai DareGlobal Technologies Co.,Ltd"
741865,"Shanghai DareGlobal Technologies Co.,Ltd"
00-84-ED   ,Private
0084ED     ,Private
DC-DC-07   ,TRP Systems BV
DCDC07     ,TRP Systems BV
08-0A-4E   ,Planet Bingo® — 3rd Rock Gaming®
080A4E     ,Planet Bingo® — 3rd Rock Gaming®
0C-1A-10   ,Acoustic Stream
0C1A10     ,Acoustic Stream
E4-A3-87   ,Control Solutions LLC
E4A387     ,Control Solutions LLC
DC-82-F6   ,iPort
DC82F6     ,iPort
C4-9E-41   ,G24 Power Limited
C49E41     ,G24 Power Limited
D0-3E-5C   ,"HUAWEI TECHNOLOGIES CO.,LTD"
D03E5C     ,"HUAWEI TECHNOLOGIES CO.,LTD"
C8-A9-FC   ,Goyoo Networks Inc.
C8A9FC     ,Goyoo Networks Inc.
C4-9F-F3   ,"Mciao Technologies, Inc."
C49FF3     ,"Mciao Technologies, Inc."
80-73-9F   ,KYOCERA Corporation
80739F     ,KYOCERA Corporation
7C-2B-E1   ,"Shenzhen Ferex Electrical Co.,Ltd"
7C2BE1     ,"Shenzhen Ferex Electrical Co.,Ltd"
30-FF-F6   ,"HangZhou KuoHeng Technology Co.,ltd"
30FFF6     ,"HangZhou KuoHeng Technology Co.,ltd"
58-53-C0   ,"Beijing Guang Runtong Technology Development Company co.,Ltd"
5853C0     ,"Beijing Guang Runtong Technology Development Company co.,Ltd"
50-31-AD   ,ABB Global Industries and Services Private Limited
5031AD     ,ABB Global Industries and Services Private Limited
30-A2-43   ,"Shenzhen Prifox Innovation Technology Co., Ltd."
30A243     ,"Shenzhen Prifox Innovation Technology Co., Ltd."
2C-A5-39   ,"Parallel Wireless, Inc"
2CA539     ,"Parallel Wireless, Inc"
FC-33-5F   ,Polyera
FC335F     ,Polyera
FC-C2-33   ,Private
FCC233     ,Private
64-5D-92   ,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD"
645D92     ,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD"
A8-C8-7F   ,"Roqos, Inc."
A8C87F     ,"Roqos, Inc."
C0-25-A2   ,"NEC Platforms, Ltd."
C025A2     ,"NEC Platforms, Ltd."
78-53-F2   ,ROXTON Ltd.
7853F2     ,ROXTON Ltd.
38-4C-90   ,"ARRIS Group, Inc."
384C90     ,"ARRIS Group, Inc."
AC-BC-32   ,"Apple, Inc."
ACBC32     ,"Apple, Inc."
94-BB-AE   ,Husqvarna AB
94BBAE     ,Husqvarna AB
AC-89-95   ,AzureWave Technology Inc.
AC8995     ,AzureWave Technology Inc.
F8-98-B9   ,"HUAWEI TECHNOLOGIES CO.,LTD"
F898B9     ,"HUAWEI TECHNOLOGIES CO.,LTD"
D4-0A-A9   ,"ARRIS Group, Inc."
D40AA9     ,"ARRIS Group, Inc."
1C-49-7B   ,"Gemtek Technology Co., Ltd."
1C497B     ,"Gemtek Technology Co., Ltd."
2C-CF-58   ,"HUAWEI TECHNOLOGIES CO.,LTD"
2CCF58     ,"HUAWEI TECHNOLOGIES CO.,LTD"
54-FF-82   ,Davit Solution co.
54FF82     ,Davit Solution co.
D4-45-E8   ,"Jiangxi Hongpai Technology Co., Ltd."
D445E8     ,"Jiangxi Hongpai Technology Co., Ltd."
84-79-73   ,"Shanghai Baud Data Communication Co.,Ltd."
847973,"Shanghai Baud Data Communication Co.,Ltd."
90-6F-18   ,Private
906F18     ,Private
88-1B-99   ,SHENZHEN XIN FEI JIA ELECTRONIC CO. LTD.
881B99     ,SHENZHEN XIN FEI JIA ELECTRONIC CO. LTD.
68-12-95   ,Lupine Lighting Systems GmbH
681295,Lupine Lighting Systems GmbH
64-9A-12   ,P2 Mobile Technologies Limited
649A12     ,P2 Mobile Technologies Limited
E4-C2-D1   ,"HUAWEI TECHNOLOGIES CO.,LTD"
E4C2D1     ,"HUAWEI TECHNOLOGIES CO.,LTD"
DC-3C-F6   ,Atomic Rules LLC
DC3CF6     ,Atomic Rules LLC
44-1C-A8   ,"Hon Hai Precision Ind. Co.,Ltd."
441CA8     ,"Hon Hai Precision Ind. Co.,Ltd."
C4-04-7B   ,"Shenzhen YOUHUA Technology Co., Ltd"
C4047B     ,"Shenzhen YOUHUA Technology Co., Ltd"
F8-95-C7   ,LG Electronics (Mobile Communications)
F895C7     ,LG Electronics (Mobile Communications)
3C-31-78   ,Qolsys Inc.
3C3178     ,Qolsys Inc.
F4-57-3E   ,"Fiberhome Telecommunication Technologies Co.,LTD"
F4573E     ,"Fiberhome Telecommunication Technologies Co.,LTD"
08-3A-5C   ,"Junilab, Inc."
083A5C     ,"Junilab, Inc."
E8-37-7A   ,ZyXEL Communications Corporation
E8377A     ,ZyXEL Communications Corporation
4C-AE-31   ,ShengHai Electronics (Shenzhen) Ltd
4CAE31     ,ShengHai Electronics (Shenzhen) Ltd
C8-0E-14   ,AVM Audiovisuelles Marketing und Computersysteme GmbH
C80E14     ,AVM Audiovisuelles Marketing und Computersysteme GmbH
F0-D6-57   ,ECHOSENS
F0D657     ,ECHOSENS
24-69-3E   ,innodisk Corporation
24693E     ,innodisk Corporation
E4-8D-8C   ,Routerboard.com
E48D8C     ,Routerboard.com
C0-DC-6A   ,"Qingdao Eastsoft Communication Technology Co.,LTD"
C0DC6A     ,"Qingdao Eastsoft Communication Technology Co.,LTD"
64-59-F8   ,Vodafone Omnitel B.V.
6459F8     ,Vodafone Omnitel B.V.
08-2C-B0   ,Network Instruments
082CB0     ,Network Instruments
F0-AB-54   ,"MITSUMI ELECTRIC CO.,LTD."
F0AB54     ,"MITSUMI ELECTRIC CO.,LTD."
48-50-73   ,Microsoft Corporation
485073,Microsoft Corporation
3C-A3-1A   ,Oilfind International LLC
3CA31A     ,Oilfind International LLC
AC-FD-93   ,"Weifang GoerTek Electronics Co., Ltd."
ACFD93     ,"Weifang GoerTek Electronics Co., Ltd."
A4-24-DD   ,Cambrionix Ltd
A424DD     ,Cambrionix Ltd
88-A2-D7   ,"HUAWEI TECHNOLOGIES CO.,LTD"
88A2D7     ,"HUAWEI TECHNOLOGIES CO.,LTD"
D8-9A-34   ,"Beijing SHENQI Technology Co., Ltd."
D89A34     ,"Beijing SHENQI Technology Co., Ltd."
1C-AD-D1   ,"Bosung Electronics Co., Ltd."
1CADD1     ,"Bosung Electronics Co., Ltd."
24-E5-AA   ,"Philips Oral Healthcare, Inc."
24E5AA     ,"Philips Oral Healthcare, Inc."
74-1F-4A   ,"Hangzhou H3C Technologies Co., Limited"
741F4A     ,"Hangzhou H3C Technologies Co., Limited"
88-CB-A5   ,"Suzhou Torchstar Intelligent Technology Co.,Ltd"
88CBA5     ,"Suzhou Torchstar Intelligent Technology Co.,Ltd"
18-4F-32   ,"Hon Hai Precision Ind. Co.,Ltd."
184F32     ,"Hon Hai Precision Ind. Co.,Ltd."
20-F4-1B   ,"Shenzhen Bilian electronic CO.,LTD"
20F41B     ,"Shenzhen Bilian electronic CO.,LTD"
04-61-69   ,"MEDIA GLOBAL LINKS CO., LTD."
46169,"MEDIA GLOBAL LINKS CO., LTD."
AC-56-2C   ,LAVA INTERNATIONAL(H.K) LIMITED
AC562C     ,LAVA INTERNATIONAL(H.K) LIMITED
3C-CE-15   ,"Mercedes-Benz USA, LLC"
3CCE15     ,"Mercedes-Benz USA, LLC"
84-DF-19   ,Chuango Security Technology Corporation
84DF19     ,Chuango Security Technology Corporation
3C-47-11   ,"HUAWEI TECHNOLOGIES CO.,LTD"
3C4711     ,"HUAWEI TECHNOLOGIES CO.,LTD"
24-5B-F0   ,"Liteon, Inc."
245BF0     ,"Liteon, Inc."
FC-FE-C2   ,Invensys Controls UK Limited
FCFEC2     ,Invensys Controls UK Limited
E8-F2-E2   ,LG Innotek
E8F2E2     ,LG Innotek
AC-67-6F   ,Electrocompaniet A.S.
AC676F     ,Electrocompaniet A.S.
4C-B8-2C   ,"Cambridge Mobile Telematics, Inc."
4CB82C     ,"Cambridge Mobile Telematics, Inc."
F0-22-4E   ,Esan electronic co.
F0224E     ,Esan electronic co.
B0-41-1D   ,ITTIM Technologies
B0411D     ,ITTIM Technologies
7C-B2-5C   ,Acacia Communications
7CB25C     ,Acacia Communications
78-EB-39   ,Instituto Nacional de Tecnología Industrial
78EB39     ,Instituto Nacional de Tecnología Industrial
7C-C9-5A   ,EMC
7CC95A     ,EMC
EC-EE-D8   ,"ZTLX Network Technology Co.,Ltd"
ECEED8     ,"ZTLX Network Technology Co.,Ltd"
F8-5B-9C   ,"SB SYSTEMS Co.,Ltd"
F85B9C     ,"SB SYSTEMS Co.,Ltd"
7C-A2-37   ,"King Slide Technology CO., LTD."
7CA237     ,"King Slide Technology CO., LTD."
B0-E2-E5   ,"Fiberhome Telecommunication Tech.Co.,Ltd."
B0E2E5     ,"Fiberhome Telecommunication Tech.Co.,Ltd."
30-0E-E3   ,Aquantia Corporation
300EE3     ,Aquantia Corporation
84-73-03   ,Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.
847303,Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.
B0-49-5F   ,"OMRON HEALTHCARE Co., Ltd."
B0495F     ,"OMRON HEALTHCARE Co., Ltd."
BC-6E-64   ,Sony Mobile Communications AB
BC6E64     ,Sony Mobile Communications AB
8C-8B-83   ,Texas Instruments
8C8B83     ,Texas Instruments
90-A2-10   ,United Telecoms Ltd
90A210     ,United Telecoms Ltd
F4-47-13   ,"Leading Public Performance Co., Ltd."
F44713     ,"Leading Public Performance Co., Ltd."
D4-52-2A   ,TangoWiFi.com
D4522A     ,TangoWiFi.com
B0-EC-E1   ,Private
B0ECE1     ,Private
40-7F-E0   ,Glory Star Technics (ShenZhen) Limited
407FE0     ,Glory Star Technics (ShenZhen) Limited
BC-5C-4C   ,"ELECOM CO.,LTD."
BC5C4C     ,"ELECOM CO.,LTD."
6C-59-40   ,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
6C5940     ,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
6C-A7-5F   ,zte corporation
6CA75F     ,zte corporation
C8-C5-0E   ,"Shenzhen Primestone Network Technologies.Co., Ltd."
C8C50E     ,"Shenzhen Primestone Network Technologies.Co., Ltd."
9C-BE-E0   ,"Biosoundlab Co., Ltd."
9CBEE0     ,"Biosoundlab Co., Ltd."
5C-5B-35   ,"Mist Systems, Inc."
5C5B35     ,"Mist Systems, Inc."
E8-07-BF   ,"SHENZHEN BOOMTECH INDUSTRY CO.,LTD"
E807BF     ,"SHENZHEN BOOMTECH INDUSTRY CO.,LTD"
E8-16-2B   ,"IDEO Security Co., Ltd."
E8162B     ,"IDEO Security Co., Ltd."
70-9F-2D   ,zte corporation
709F2D     ,zte corporation
5C-6B-4F   ,Private
5C6B4F     ,Private
EC-E2-FD   ,"SKG Electric Group(Thailand) Co., Ltd."
ECE2FD     ,"SKG Electric Group(Thailand) Co., Ltd."
88-E6-03   ,Avotek corporation
"1,79769313486232E+308",Avotek corporation
0C-48-85   ,LG Electronics
0C4885     ,LG Electronics
74-E2-8C   ,Microsoft Corporation
74E28C     ,Microsoft Corporation
94-F1-9E   ,"HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD"
94F19E     ,"HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD"
C4-92-4C   ,"KEISOKUKI CENTER CO.,LTD."
C4924C     ,"KEISOKUKI CENTER CO.,LTD."
E4-F9-39   ,Minxon Hotel Technology INC.
E4F939     ,Minxon Hotel Technology INC.
38-C7-0A   ,WiFiSong
38C70A     ,WiFiSong
60-E6-BC   ,"Sino-Telecom Technology Co.,Ltd."
60E6BC     ,"Sino-Telecom Technology Co.,Ltd."
3C-CB-7C   ,TCT mobile ltd
3CCB7C     ,TCT mobile ltd
F0-9F-C2   ,"Ubiquiti Networks, Inc."
F09FC2     ,"Ubiquiti Networks, Inc."
44-D9-E7   ,"Ubiquiti Networks, Inc."
44D9E7     ,"Ubiquiti Networks, Inc."
F8-04-2E   ,"Samsung Electro Mechanics co., LTD."
F8042E     ,"Samsung Electro Mechanics co., LTD."
1C-A5-32   ,"Shenzhen Gongjin Electronics Co.,Ltd"
1CA532     ,"Shenzhen Gongjin Electronics Co.,Ltd"
64-3A-B1   ,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD"
643AB1     ,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD"
48-6E-FB   ,"Davit System Technology Co., Ltd."
486EFB     ,"Davit System Technology Co., Ltd."
34-0A-22   ,TOP-ACCESS ELECTRONICS CO LTD
340A22     ,TOP-ACCESS ELECTRONICS CO LTD
B0-08-BF   ,"Vital Connect, Inc."
B008BF     ,"Vital Connect, Inc."
7C-F8-54   ,Samsung Electronics
7CF854     ,Samsung Electronics
48-54-15   ,NET RULES TECNOLOGIA EIRELI
485415,NET RULES TECNOLOGIA EIRELI
70-C7-6F   ,INNO S
70C76F     ,INNO S
C4-8E-8F   ,"Hon Hai Precision Ind. Co.,Ltd."
C48E8F     ,"Hon Hai Precision Ind. Co.,Ltd."
70-4E-66   ,"SHENZHEN FAST TECHNOLOGIES CO.,LTD"
"7,04000000000000E+68","SHENZHEN FAST TECHNOLOGIES CO.,LTD"
10-08-B1   ,"Hon Hai Precision Ind. Co.,Ltd."
1008B1     ,"Hon Hai Precision Ind. Co.,Ltd."
40-9B-0D   ,"Shenzhen Yourf Kwan Industrial Co., Ltd"
409B0D     ,"Shenzhen Yourf Kwan Industrial Co., Ltd"
C4-08-80   ,"Shenzhen UTEPO Tech Co., Ltd."
C40880     ,"Shenzhen UTEPO Tech Co., Ltd."
94-C0-38   ,Tallac Networks
94C038     ,Tallac Networks
80-19-67   ,"Shanghai Reallytek Information Technology  Co.,Ltd"
801967,"Shanghai Reallytek Information Technology  Co.,Ltd"
68-36-B5   ,"DriveScale, Inc."
6836B5     ,"DriveScale, Inc."
2C-F7-F1   ,Seeed Technology Inc.
2CF7F1     ,Seeed Technology Inc.
F8-84-79   ,"Yaojin Technology(Shenzhen)Co.,Ltd"
F88479     ,"Yaojin Technology(Shenzhen)Co.,Ltd"
4C-48-DA   ,"Beijing Autelan Technology Co.,Ltd"
4C48DA     ,"Beijing Autelan Technology Co.,Ltd"
90-17-9B   ,Nanomegas
90179B     ,Nanomegas
30-77-CB   ,"Maike Industry(Shenzhen)CO.,LTD"
3077CB     ,"Maike Industry(Shenzhen)CO.,LTD"
88-C9-D0   ,LG Electronics
88C9D0     ,LG Electronics
34-28-F0   ,ATN International Limited
3428F0     ,ATN International Limited
EC-3C-5A   ,"SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD"
EC3C5A     ,"SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD"
8C-05-51   ,Koubachi AG
8C0551     ,Koubachi AG
D8-84-66   ,Extreme Networks
D88466     ,Extreme Networks
E8-87-A3   ,Loxley Public Company Limited
E887A3     ,Loxley Public Company Limited
10-FA-CE   ,"Reacheng Communication Technology Co.,Ltd"
10FACE     ,"Reacheng Communication Technology Co.,Ltd"
D8-CB-8A   ,"Micro-Star INTL CO., LTD."
D8CB8A     ,"Micro-Star INTL CO., LTD."
A8-D0-E3   ,Systech Electronics Ltd.
A8D0E3     ,Systech Electronics Ltd.
84-63-D6   ,Microsoft Corporation
8463D6     ,Microsoft Corporation
78-B3-B9   ,"ShangHai sunup lighting CO.,LTD"
78B3B9     ,"ShangHai sunup lighting CO.,LTD"
58-6A-B1   ,"Hangzhou H3C Technologies Co., Limited"
586AB1     ,"Hangzhou H3C Technologies Co., Limited"
F4-EE-14   ,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
F4EE14     ,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
18-65-71   ,"Top Victory Electronics (Taiwan) Co., Ltd."
186571,"Top Victory Electronics (Taiwan) Co., Ltd."
F8-BC-41   ,Rosslare Enterprises Limited
F8BC41     ,Rosslare Enterprises Limited
84-86-F3   ,Greenvity Communications
8486F3     ,Greenvity Communications
20-5C-FA   ,"Yangzhou ChangLian Network Technology Co,ltd."
205CFA     ,"Yangzhou ChangLian Network Technology Co,ltd."
8C-18-D9   ,"Shenzhen RF Technology Co., Ltd"
8C18D9     ,"Shenzhen RF Technology Co., Ltd"
60-99-D1   ,Vuzix / Lenovo
6099D1     ,Vuzix / Lenovo
38-B1-DB   ,"Hon Hai Precision Ind. Co.,Ltd."
38B1DB     ,"Hon Hai Precision Ind. Co.,Ltd."
34-F6-D2   ,"Panasonic Taiwan Co.,Ltd."
34F6D2     ,"Panasonic Taiwan Co.,Ltd."
DC-2F-03   ,"Step forward Group Co., Ltd."
DC2F03     ,"Step forward Group Co., Ltd."
58-21-36   ,"KMB systems, s.r.o."
582136,"KMB systems, s.r.o."
00-AE-FA   ,"Murata Manufacturing Co., Ltd."
00AEFA     ,"Murata Manufacturing Co., Ltd."
5C-AA-FD   ,"Sonos, Inc."
5CAAFD     ,"Sonos, Inc."
8C-DF-9D   ,NEC Corporation
8CDF9D     ,NEC Corporation
F8-E9-03   ,D-Link International
F8E903     ,D-Link International
F0-B0-52   ,Ruckus Wireless
F0B052     ,Ruckus Wireless
68-28-F6   ,"Vubiq Networks, Inc."
6828F6     ,"Vubiq Networks, Inc."
44-35-6F   ,Neterix
44356F     ,Neterix
74-2E-FC   ,"DirectPacket Research, Inc,"
742EFC     ,"DirectPacket Research, Inc,"
20-C0-6D   ,"SHENZHEN SPACETEK TECHNOLOGY CO.,LTD"
20C06D     ,"SHENZHEN SPACETEK TECHNOLOGY CO.,LTD"
3C-B7-92   ,"Hitachi Maxell, Ltd., Optronics Division"
3CB792     ,"Hitachi Maxell, Ltd., Optronics Division"
74-91-BD   ,"Four systems Co.,Ltd."
7491BD     ,"Four systems Co.,Ltd."
D4-32-66   ,Fike Corporation
D43266     ,Fike Corporation
94-8E-89   ,INDUSTRIAS UNIDAS SA DE CV
"9,48000000000000E+91",INDUSTRIAS UNIDAS SA DE CV
94-05-B6   ,Liling FullRiver Electronics & Technology Ltd
9405B6     ,Liling FullRiver Electronics & Technology Ltd
38-2C-4A   ,ASUSTek COMPUTER INC.
382C4A     ,ASUSTek COMPUTER INC.
74-54-7D   ,Cisco SPVTG
74547D     ,Cisco SPVTG
D4-8F-33   ,Microsoft Corporation
D48F33     ,Microsoft Corporation
D8-4A-87   ,"OI ELECTRIC CO.,LTD"
D84A87     ,"OI ELECTRIC CO.,LTD"
1C-A2-B1   ,ruwido austria gmbh
1CA2B1     ,ruwido austria gmbh
94-54-93   ,"Rigado, LLC"
945493,"Rigado, LLC"
34-B7-FD   ,"Guangzhou Younghead Electronic Technology Co.,Ltd"
34B7FD     ,"Guangzhou Younghead Electronic Technology Co.,Ltd"
38-4B-76   ,AIRTAME ApS
384B76     ,AIRTAME ApS
1C-52-16   ,"DONGGUAN HELE ELECTRONICS CO., LTD"
1C5216     ,"DONGGUAN HELE ELECTRONICS CO., LTD"
34-02-9B   ,CloudBerry Technologies Private Limited
34029B     ,CloudBerry Technologies Private Limited
70-AF-25   ,"Nishiyama Industry Co.,LTD."
70AF25     ,"Nishiyama Industry Co.,LTD."
B4-7C-29   ,"Shenzhen Guzidi Technology Co.,Ltd"
B47C29     ,"Shenzhen Guzidi Technology Co.,Ltd"
2C-1A-31   ,Electronics Company Limited
2C1A31     ,Electronics Company Limited
6C-19-8F   ,D-Link International
6C198F     ,D-Link International
60-C1-CB   ,"Fujian Great Power PLC Equipment Co.,Ltd"
60C1CB     ,"Fujian Great Power PLC Equipment Co.,Ltd"
68-6E-48   ,"Prophet Electronic Technology Corp.,Ltd"
"6,86000000000000E+50","Prophet Electronic Technology Corp.,Ltd"
30-F7-D7   ,"Thread Technology Co., Ltd"
30F7D7     ,"Thread Technology Co., Ltd"
38-08-FD   ,Silca Spa
3808FD     ,Silca Spa
7C-25-87   ,chaowifi.com
7C2587     ,chaowifi.com
20-12-D5   ,Scientech Materials Corporation
2012D5     ,Scientech Materials Corporation
DC-39-79   ,Skyport Systems
DC3979     ,Skyport Systems
EC-1D-7F   ,zte corporation
EC1D7F     ,zte corporation
AC-11-D3   ,Suzhou HOTEK  Video Technology Co. Ltd
AC11D3     ,Suzhou HOTEK  Video Technology Co. Ltd
30-42-25   ,BURG-WÄCHTER KG
304225,BURG-WÄCHTER KG
1C-48-40   ,IMS Messsysteme GmbH
1C4840     ,IMS Messsysteme GmbH
F4-28-53   ,Zioncom Electronics (Shenzhen) Ltd.
F42853     ,Zioncom Electronics (Shenzhen) Ltd.
3C-46-D8   ,"TP-LINK TECHNOLOGIES CO.,LTD."
3C46D8     ,"TP-LINK TECHNOLOGIES CO.,LTD."
6C-02-73   ,"Shenzhen Jin Yun Video Equipment Co., Ltd."
6C0273     ,"Shenzhen Jin Yun Video Equipment Co., Ltd."
60-02-92   ,PEGATRON CORPORATION
600292,PEGATRON CORPORATION
2C-FA-A2   ,Alcatel-Lucent
2CFAA2     ,Alcatel-Lucent
F0-76-1C   ,"COMPAL INFORMATION (KUNSHAN) CO., LTD."
F0761C     ,"COMPAL INFORMATION (KUNSHAN) CO., LTD."
F4-28-33   ,MMPC Inc.
F42833     ,MMPC Inc.
24-4F-1D   ,iRule LLC
244F1D     ,iRule LLC
BC-9C-C5   ,"Beijing Huafei Technology Co., Ltd."
BC9CC5     ,"Beijing Huafei Technology Co., Ltd."
50-50-65   ,TAKT Corporation
505065,TAKT Corporation
D0-0A-AB   ,Yokogawa Digital Computer Corporation
D00AAB     ,Yokogawa Digital Computer Corporation
A4-A4-D3   ,Bluebank Communication Technology Co.Ltd
A4A4D3     ,Bluebank Communication Technology Co.Ltd
74-F4-13   ,Maxwell Forest
74F413     ,Maxwell Forest
34-F0-CA   ,"Shenzhen Linghangyuan Digital Technology Co.,Ltd."
34F0CA     ,"Shenzhen Linghangyuan Digital Technology Co.,Ltd."
84-18-3A   ,Ruckus Wireless
84183A     ,Ruckus Wireless
30-B5-F1   ,"Aitexin Technology Co., Ltd"
30B5F1     ,"Aitexin Technology Co., Ltd"
88-29-50   ,"Dalian Netmoon Tech Develop Co.,Ltd"
882950,"Dalian Netmoon Tech Develop Co.,Ltd"
08-CD-9B   ,samtec automotive electronics & software GmbH
08CD9B     ,samtec automotive electronics & software GmbH
